충전소명,충전일,충전시작시간,충전종료시간,충전일자,충전시간,요일,주말
홍제1동 공용주차장,2021-09-24,2021-09-24 16:41:53,2021-09-24 17:16:45,2021-09-24,34.0,4,0
홍제1동 공용주차장,2021-09-24,2021-09-24 14:37:02,2021-09-24 15:33:21,2021-09-24,56.0,4,0
홍제1동 공용주차장,2021-09-24,2021-09-24 12:33:39,2021-09-24 13:36:16,2021-09-24,62.0,4,0
홍제1동 공용주차장,2021-09-24,2021-09-24 11:36:59,2021-09-24 12:39:15,2021-09-24,62.0,4,0
홍제1동 공용주차장,2021-09-24,2021-09-24 11:16:50,2021-09-24 12:30:12,2021-09-24,73.0,4,0
홍제1동 공용주차장,2021-09-24,2021-09-24 08:16:54,2021-09-24 09:27:25,2021-09-24,70.0,4,0
홍제1동 공용주차장,2021-09-24,2021-09-24 05:11:04,2021-09-24 05:36:41,2021-09-24,25.0,4,0
홍제1동 공용주차장,2021-09-23,2021-09-23 23:04:06,2021-09-23 23:15:45,2021-09-23,11.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 21:12:29,2021-09-23 21:48:56,2021-09-23,36.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 19:39:37,2021-09-23 19:47:19,2021-09-23,7.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 17:44:37,2021-09-23 18:26:02,2021-09-23,41.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 15:55:09,2021-09-23 16:39:55,2021-09-23,44.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 15:30:10,2021-09-23 16:16:01,2021-09-23,45.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 12:47:20,2021-09-23 13:45:54,2021-09-23,58.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 11:50:15,2021-09-23 11:58:28,2021-09-23,8.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-23 10:49:00,2021-09-23 11:57:40,2021-09-23,68.0,3,0
홍제1동 공용주차장,2021-09-23,2021-09-22 23:28:56,2021-09-23 00:02:45,2021-09-23,33.0,2,0
홍제1동 공용주차장,2021-09-22,2021-09-22 21:24:22,2021-09-22 21:47:37,2021-09-22,23.0,2,0
홍제1동 공용주차장,2021-09-22,2021-09-22 13:56:20,2021-09-22 14:48:11,2021-09-22,51.0,2,0
홍제1동 공용주차장,2021-09-22,2021-09-22 08:08:03,2021-09-22 08:47:22,2021-09-22,39.0,2,0
홍제1동 공용주차장,2021-09-22,2021-09-22 07:26:05,2021-09-22 08:46:54,2021-09-22,80.0,2,0
홍제1동 공용주차장,2021-09-21,2021-09-21 20:02:34,2021-09-21 21:01:56,2021-09-21,59.0,1,0
홍제1동 공용주차장,2021-09-21,2021-09-21 17:13:46,2021-09-21 17:34:08,2021-09-21,20.0,1,0
홍제1동 공용주차장,2021-09-20,2021-09-20 18:17:09,2021-09-20 19:06:55,2021-09-20,49.0,0,0
홍제1동 공용주차장,2021-09-20,2021-09-20 12:57:07,2021-09-20 13:08:41,2021-09-20,11.0,0,0
홍제1동 공용주차장,2021-09-20,2021-09-20 09:06:33,2021-09-20 09:29:35,2021-09-20,23.0,0,0
홍제1동 공용주차장,2021-09-20,2021-09-20 07:43:26,2021-09-20 08:48:59,2021-09-20,65.0,0,0
홍제1동 공용주차장,2021-09-19,2021-09-19 17:53:18,2021-09-19 18:24:14,2021-09-19,30.0,6,1
홍제1동 공용주차장,2021-09-19,2021-09-19 08:37:32,2021-09-19 10:01:51,2021-09-19,84.0,6,1
홍제1동 공용주차장,2021-09-19,2021-09-19 08:03:24,2021-09-19 09:04:38,2021-09-19,61.0,6,1
홍제1동 공용주차장,2021-09-18,2021-09-18 12:46:50,2021-09-18 13:56:53,2021-09-18,70.0,5,1
홍제1동 공용주차장,2021-09-18,2021-09-18 07:26:06,2021-09-18 08:27:55,2021-09-18,61.0,5,1
홍제1동 공용주차장,2021-09-18,2021-09-18 06:40:51,2021-09-18 08:13:34,2021-09-18,92.0,5,1
홍제1동 공용주차장,2021-09-18,2021-09-18 02:04:06,2021-09-18 03:02:38,2021-09-18,58.0,5,1
홍제1동 공용주차장,2021-09-17,2021-09-17 22:49:32,2021-09-17 23:03:41,2021-09-17,14.0,4,0
홍제1동 공용주차장,2021-09-17,2021-09-17 12:35:51,2021-09-17 13:34:10,2021-09-17,58.0,4,0
